Entity A;Entity B;;
4486;C0004352;;
7280;C0006142;;
84295;C0028754;;
4478;C0004352;;
8802;C4551955;;
9968;C1845902;;
2707;C2673759;;
5443;C0279702;;
5795;C0023467;;
5889;C0006142;;
8243;C0005684;;
6597;C0265535;;
6657;C0007131;;
729920;C4284790;;
9775;C0152423;;
5309;C1850600;;
1813;C1868675;;
375790;C0023467;;
7372;C0376358;;
54806;C1961102;;
6660;C2239176;;
8036;C3551954;;
51604;C0019050;;
4353;C0005684;;
23509;C0406811;;
7137;C0949658;;
6427;C0038868;;
4311;C0376358;;
5327;C1864205;;
3458;C3160733;;
4524;C0206368;;
4968;C0279702;;
26277;C0152013;;
9968;C0035334;;
93426;C0271979;;
6655;C3501846;;
4436;C1140680;;
1475;C0036341;;
7157;C0036920;;
1184;C0024117;;
4595;C0206698;;
1605;C0009324;;
5728;C0345904;;
8913;C4693405;;
2074;C0035334;;
51083;C0795907;;
686;C0009402;;
2260;C0152426;;
79728;C0025149;;
59067;C0024141;;
2072;C0035334;;
1617;C1839071;;
4035;C0149931;;
100;C0796117;;
51204;C2931891;;
778;C1850362;;
3569;C0024301;;
401474;C0393702;;
23096;C1845181;;
7994;C0376358;;
847;C3541456;;
50939;C0339510;;
5663;C1843015;;
5894;C1449563;;
6622;C0752121;;
23607;C3536984;;
1180;C0270959;;
10667;C1850598;;
1545;C3281128;;
50939;C3150819;;
2052;C0079770;;
4089;C3810212;;
5468;C0011854;;
7015;C0022283;;
6532;C0009405;;
5879;C2239176;;
1583;C0476089;;
7436;C2675508;;
6926;C0006142;;
5243;C0009402;;
7167;C0036341;;
4000;C0546264;;
4524;C1850792;;
2188;C0006142;;
4538;C0268621;;
4524;C3810278;;
2904;C1510586;;
4604;C0008312;;
5244;C4551899;;
10293;C0162283;;
6647;C3805432;;
10466;C0018818;;
1956;C0152018;;
4437;C2936783;;
6834;C2931891;;
1789;C1510586;;
5728;C0752124;;
3777;C1619700;;
51567;C0268569;;
55215;C3463824;;
5551;C0008924;;
7128;C0024301;;
10265;C3489529;;
5354;C0036341;;
2260;C0030044;;
116442;C1850362;;
4982;C4551479;;
79728;C1850597;;
4929;C0087031;;
57003;C4551549;;
6310;C0752122;;
1947;C0432347;;
3991;C1855033;;
2778;C0001973;;
57017;C3551954;;
7403;C0376358;;
4292;C0009405;;
1629;C0745103;;
4683;C0346153;;
596;C0023467;;
5346;C0028754;;
7080;C3501843;;
2263;C3179349;;
5290;C4721952;;
6774;C0042487;;
915;C0376358;;
10661;C0271933;;
51567;C0752124;;
472;C0019025;;
6440;C4014430;;
1848;C0003873;;
7172;C0342801;;
55624;C0751291;;
5828;C4721541;;
4893;C0011860;;
7372;C0152013;;
6928;C1850598;;
7139;C0024117;;
4524;C3179349;;
6201;C3809147;;
338;C0752125;;
1385;C0011860;;
8647;C0002395;;
7867;C0268237;;
5244;C0008312;;
875;C0376358;;
7345;C2239176;;
401474;C0206686;;
9863;C0036341;;
29893;C0376358;;
2110;C0235833;;
84667;C0265343;;
8676;C1868120;;
54538;C1839071;;
64324;C0994516;;
23586;C4225427;;
2178;C1856184;;
1286;C4310769;;
23495;C2239176;;
9464;C0376358;;
6399;C0036391;;
145873;C0265343;;
27152;C0376358;;
7200;C0001973;;
672;C4722327;;
3875;C3277671;;
83544;C0279626;;
5194;C3550234;;
2068;C0036341;;
1581;C3463824;;
1421;C0796113;;
6820;C1148551;;
5925;C3179349;;
24;C0175695;;
581;C0002395;;
3779;C1837739;;
7372;C0019025;;
1200;C1959582;;
22808;C0011860;;
6223;C0009402;;
100131801;C0432272;;
4233;C0175704;;
6997;C2931891;;
4099;C0752347;;
3123;C0036069;;
29925;C0149925;;
54888;C1510586;;
7124;C0043459;;
7051;C0010278;;
4297;C0265210;;
5290;C0087031;;
2243;C0376358;;
6505;C4520892;;
2775;C3463992;;
8295;C0004352;;
3290;C0003873;;
9997;C2931891;;
7040;C0036341;;
627;C0276496;;
4705;C1850600;;
7512;C2936783;;
9409;C3553959;;
355;C0036341;;
9915;C0036341;;
5979;C1619700;;
90678;C0205713;;
2690;C2239176;;
2110;C0376358;;
6506;C1839071;;
4204;C1263846;;
1200;C0376358;;
8036;C0004352;;
4099;C0036341;;
54487;C1838979;;
1536;C1863999;;
9896;C0270911;;
6866;C0342384;;
10021;C0376358;;
1471;C1839071;;
255928;C0752123;;
5274;C3179349;;
5424;C2675520;;
111;C0206368;;
53947;C1969893;;
9607;C0001973;;
26585;C0010278;;
5443;C0023473;;
596;C0005684;;
95681;C1864849;;
4015;C0029463;;
5582;C0026363;;
845;C0011854;;
1969;C4551484;;
10320;C0009324;;
3162;C0221013;;
440;C0345904;;
7036;C4552003;;
1829;C2752072;;
4089;C0002395;;
6399;C0432272;;
55764;C4551902;;
1301;C0013366;;
7019;C0002395;;
1491;C2931011;;
8021;C1168401;;
2006;C0238288;;
27089;C1850600;;
1380;C3542922;;
285203;C0175704;;
2934;C0268389;;
10253;C2239176;;
5332;C0152423;;
5922;C0376358;;
498;C3553264;;
55975;C1704417;;
1786;C0020072;;
55904;C0162670;;
4330;C0010278;;
8289;C0279702;;
2022;C0039445;;
2475;C0334634;;
60468;C0023264;;
9469;C3278404;;
9152;C0024141;;
1909;C3887485;;
4023;C0004352;;
79583;C0431399;;
1512;C0023467;;
23476;C1802395;;
653509;C4721952;;
1723;C0152423;;
59344;C0376358;;
23314;C0348626;;
10459;C0028754;;
25939;C0020479;;
7273;C4722327;;
5158;C3495587;;
582;C0152423;;
100506658;C0006142;;
338;C0007785;;
8647;C0038868;;
203228;C0028754;;
27316;C1846145;;
4026;C1853623;;
4544;C0011860;;
5077;C0410203;;
2555;C0004352;;
7474;C4721508;;
3162;C0006142;;
2263;C0030044;;
4175;C0015625;;
2052;C0009405;;
155;C0028754;;
6041;C0279702;;
7124;C0015625;;
10347;C0002395;;
716;C2717906;;
9837;C0023467;;
5296;C0376358;;
841;C1328840;;
4893;C1328840;;
10413;C0006142;;
3912;C0003873;;
659;C0011854;;
137392;C1868120;;
5265;C1708349;;
55572;C2931891;;
51603;C0796117;;
7015;C0175702;;
6531;C0001973;;
8289;C4721444;;
10370;C3280790;;
8915;C0023467;;
6647;C0028754;;
4353;C0029459;;
308;C0008924;;
139411;C1621958;;
3107;C0020179;;
5443;C4041558;;
4695;C0023264;;
79796;C0085413;;
121340;C0036341;;
4352;C0699791;;
7128;C0376358;;
10461;C0345967;;
6389;C1850600;;
229;C1708349;;
545;C0268342;;
65266;C1449843;;
80832;C0005684;;
5396;C0009402;;
5159;C0036341;;
2626;C0009402;;
4233;C0015306;;
9627;C3160718;;
7490;C4552079;;
3480;C2239176;;
1832;C1621958;;
80856;C4310705;;
9319;C0002395;;
51185;C0026764;;
1629;C0268569;;
6399;C0004943;;
2006;C0752125;;
6324;C3463824;;
3162;C0002395;;
7351;C0235833;;
9939;C0006142;;
4728;C1850597;;
3481;C3645536;;
6833;C2931833;;
166379;C4048328;;
6496;C1864827;;
1356;C0003873;;
673;C0376358;;
5781;C4721508;;
79991;C0949658;;
4175;C0003873;;
23152;C1510586;;
392255;C0752347;;
6531;C0152013;;
916;C3179349;;
213;C0152013;;
241;C0036341;;
111;C0029459;;
1786;C0087031;;
6870;C3489396;;
7157;C1864670;;
2548;C1968741;;
2120;C3540852;;
5582;C0752121;;
2158;C0750384;;
8481;C0036341;;
64412;C0175778;;
64377;C1849193;;
51082;C0949658;;
51314;C1970506;;
6347;C0917713;;
2189;C0023467;;
1200;C0006142;;
857;C1720861;;
51196;C1708349;;
10735;C1860789;;
595;C0345904;;
2296;C2673885;;
4023;C0038454;;
2811;C1319466;;
10667;C0376358;;
4163;C0002395;;
59341;C0001973;;
1278;C4707243;;
55870;C3278481;;
27089;C0751781;;
8085;C0005684;;
790;C1970479;;
8314;C0342384;;
26160;C0036341;;
2678;C0376358;;
5309;C0001973;;
4893;C0345967;;
348;C0276496;;
3551;C0024305;;
126792;C1848030;;
7399;C0751360;;
2774;C0276496;;
2033;C0035934;;
23209;C0036341;;
57502;C1845539;;
7068;C3489796;;
6997;C0175707;;
1175;C0162674;;
7546;C0376358;;
7201;C4722330;;
196;C0152013;;
2146;C0265535;;
5176;C1510586;;
11178;C0376358;;
2563;C4552100;;
2077;C0221356;;
9759;C1969343;;
1736;C0265965;;
210;C0036341;;
6654;C1850598;;
2956;C1140680;;
6678;C0023931;;
147912;C4551702;;
3176;C0001973;;
6347;C0342687;;
6469;C2239176;;
1410;C0279702;;
7518;C1112155;;
25788;C2748542;;
10743;C0036341;;
283417;C3151407;;
3791;C0029459;;
9757;C0393598;;
57167;C2239176;;
10617;C1842180;;
9722;C0265357;;
4869;C2239176;;
1832;C1853296;;
4308;C0028754;;
6696;C0006142;;
2056;C2676137;;
4595;C1708349;;
6608;C0025286;;
1785;C0878682;;
7139;C0752123;;
83999;C0004943;;
4208;C0030421;;
6528;C0345967;;
1436;C3463824;;
4041;C0029456;;
64419;C0038454;;
7297;C3837958;;
6448;C0019569;;
27077;C1859995;;
9997;C0035334;;
51081;C0085580;;
1545;C3151061;;
3339;C3469186;;
6391;C1861848;;
2780;C0155017;;
8328;C0149925;;
335;C0004943;;
4853;C0024796;;
5950;C0035334;;
4054;C4721886;;
2697;C0376358;;
26160;C0036069;;
28514;C4225275;;
545;C0699791;;
6530;C0036341;;
6497;C0006142;;
3587;C0004114;;
6121;C3714506;;
274;C1621958;;
1581;C3151147;;
50;C2239176;;
613;C1961102;;
2321;C0175693;;
3667;C0152423;;
3481;C0206686;;
5621;C1848533;;
144568;C3501846;;
5158;C1844678;;
153241;C1708349;;
23600;C0543859;;
6935;C1836724;;
5972;C0221043;;
9757;C1260899;;
6134;C0796250;;
137392;C0023467;;
348;C0028754;;
7036;C4551475;;
7994;C0007131;;
760;C0279626;;
11041;C0457133;;
7040;C0013264;;
3067;C0040517;;
255928;C0752120;;
9445;C0948008;;
57539;C0376358;;
4088;C3280790;;
145173;C0796012;;
5295;C0023467;;
242;C0020758;;
1893;C2931010;;
7048;C1845903;;
2720;C2919945;;
2561;C0085413;;
3569;C0345905;;
760;C1449563;;
56479;C0235833;;
9326;C1850056;;
9663;C1708349;;
2895;C0006142;;
2033;C1843181;;
10878;C1864205;;
1789;C0796113;;
1832;C0011860;;
1027;C0006142;;
5243;C1168401;;
5894;C0007131;;
54820;C0752120;;
4835;C0029463;;
60529;C0011860;;
2263;C0206698;;
7124;C0003873;;
673;C1266158;;
324;C0238463;;
21;C0009402;;
4846;C0007131;;
5080;C3280155;;
8220;C0033788;;
894;C0410203;;
1200;C1834207;;
7490;C0268494;;
60481;C0279626;;
6833;C0017924;;
1644;C0031511;;
7222;C3489630;;
3284;C0345904;;
2627;C3888085;;
4436;C1862939;;
6855;C0268237;;
339983;C3279716;;
1026;C0037889;;
330;C0026764;;
8313;C0271934;;
8220;C4551804;;
4907;C3645536;;
3553;C1857255;;
7372;C2930970;;
60;C0007131;;
652;C0009402;;
60482;C0751883;;
7941;C0038454;;
9935;C0029459;;
5770;C0011860;;
2876;C4284790;;
81848;C0342384;;
931;C3541474;;
7450;C1282968;;
10273;C0345904;;
5618;C0009402;;
2072;C0085576;;
2321;C0024117;;
79876;C0010674;;
5649;C0002395;;
2904;C0376358;;
3690;C1510586;;
2625;C0001973;;
4035;C0023467;;
4705;C0028326;;
2065;C0699791;;
356;C0007131;;
3659;C4722327;;
6731;C3281201;;
3054;C0024507;;
1080;C1836373;;
8085;C0006142;;
9820;C4479416;;
1508;C0029463;;
2255;C0036202;;
10019;C0235974;;
201163;C0271979;;
4719;C2931891;;
84823;C0009363;;
3119;C0027708;;
841;C0009402;;
1487;C0265535;;
9180;C2931891;;
3028;C2713442;;
8243;C1849699;;
4976;C0279626;;
1959;C0029463;;
2664;C1862941;;
4846;C3543867;;
5251;C0268621;;
54982;C0751383;;
4854;C0006142;;
2533;C2678311;;
23171;C0036341;;
55036;C3151137;;
440435;C0376358;;
779;C0238358;;
7157;C2931822;;
5000;C0152423;;
7124;C1510586;;
57545;C0279702;;
11274;C0276496;;
916;C0152423;;
7018;C0345967;;
4854;C3275443;;
2483;C1834673;;
50937;C0238198;;
83696;C2750791;;
629;C0019243;;
123016;C1333991;;
4803;C0752347;;
8291;C0087031;;
9711;C0152013;;
26277;C1148551;;
6532;C0001973;;
818;C1449563;;
10683;C0152423;;
7054;C1844376;;
9968;C1845546;;
10528;C0752124;;
10559;C1720859;;
22948;C1852406;;
6569;C2931779;;
526;C0023467;;
8214;C0012236;;
7476;C0994516;;
7862;C4310804;;
10815;C0036341;;
10021;C1856797;;
1021;C0349639;;
7374;C1720957;;
3315;C1708349;;
4891;C4551895;;
79882;C4310703;;
2056;C0036341;;
30061;C0432272;;
871;C0024301;;
55975;C0334634;;
4353;C0268250;;
284119;C0376358;;
324;C0152013;;
57539;C0030044;;
24137;C1868619;;
2146;C1860789;;
132;C0028754;;
3953;C3714506;;
857;C0334634;;
537;C0024301;;
5979;C3661523;;
5894;C3541456;;
1813;C0020514;;
6311;C3887487;;
7015;C1621958;;
5538;C0752125;;
1889;C1333990;;
84197;C0457133;;
113278;C0279626;;
8481;C1419610;;
57502;C1510586;;
1947;C0026654;;
2736;C0410203;;
146057;C0752120;;
9742;C0024507;;
5395;C0009405;;
2110;C0028754;;
3559;C0010346;;
5728;C3551915;;
4193;C0279702;;
5795;C2936783;;
5551;C0004352;;
6875;C4479186;;
2660;C0376358;;
4893;C0023487;;
843;C1708349;;
161582;C3809641;;
1557;C0085215;;
7490;C0235833;;
158326;C4014343;;
5443;C0010481;;
6495;C0936273;;
1947;C1861185;;
1499;C0334634;;
57192;C0700053;;
24;C3551173;;
3858;C1857255;;
6297;C4554007;;
8842;C0152013;;
5591;C1563719;;
627;C0391826;;
2707;C0038454;;
79728;C0009405;;
9759;C1862102;;
6792;C0035372;;
3667;C0028754;;
2670;C0005684;;
6597;C0265338;;
1646;C0002395;;
3856;C0004352;;
22800;C0349639;;
51741;C0032580;;
1487;C1956097;;
6311;C3160718;;
2253;C2239176;;
10000;C0026010;;
1859;C1840253;;
3815;C0221013;;
55280;C4551624;;
9474;C1140680;;
1788;C0036920;;
3418;C0036341;;
6310;C4014430;;
5530;C2750180;;
9860;C1869114;;
472;C0036341;;
1290;C3151201;;
5468;C4551623;;
1013;C0699791;;
1493;C0036341;;
5244;C0087031;;
4747;C0027819;;
2175;C1276035;;
2296;C3278481;;
240;C0023473;;
4282;C0001206;;
9757;C0023487;;
24137;C3890167;;
488;C1140680;;
5961;C1837029;;
2146;C0027819;;
6531;C0398747;;
80199;C4692845;;
596;C0393584;;
7132;C0009402;;
2735;C3179349;;
10265;C1510586;;
57167;C0013261;;
1738;C0024776;;
2911;C1140680;;
11235;C2919945;;
9839;C0006142;;
55699;C1850600;;
2239;C0027708;;
715;C2931822;;
5582;C0752124;;
7148;C0028754;;
6834;C1850597;;
6768;C0376358;;
3115;C0028754;;
54463;C0023264;;
2108;C1856401;;
558;C0342384;;
1832;C2749759;;
1376;C0001973;;
11200;C0009405;;
137392;C0220697;;
3064;C4479476;;
5308;C4310809;;
5627;C2239176;;
27185;C0265338;;
128178;C0162359;;
3162;C4551775;;
79809;C0751779;;
930;C3151066;;
54790;C0023487;;
23193;C1869114;;
580;C2750074;;
116369;C0279626;;
5290;C0152013;;
2068;C4551479;;
7468;C0751781;;
8863;C0001973;;
24;C1708349;;
4893;C1275081;;
2074;C0796126;;
50939;C0032580;;
4920;C1862112;;
23171;C0005684;;
4582;C0016667;;
24;C1858080;;
478;C0041409;;
4869;C0265219;;
727897;C4721508;;
5594;C0027819;;
64221;C1704417;;
1956;C0007131;;
1789;C0036341;;
8777;C2713442;;
55690;C1868675;;
6311;C4551902;;
58;C3489396;;
5243;C2677101;;
2052;C0001973;;
4683;C0010346;;
9863;C0752123;;
326;C1850362;;
5336;C0268390;;
1586;C3489396;;
200403;C0752125;;
4318;C4721845;;
79738;C0032914;;
2720;C4551479;;
78989;C0004352;;
63894;C0028326;;
1836;C1867146;;
5015;C0476089;;
3931;C2239176;;
6135;C1708349;;
1474;C0376358;;
2138;C0009402;;
8671;C2239176;;
3123;C0011854;;
345193;C1848172;;
4522;C3280100;;
81794;C1708349;;
5932;C0235974;;
5160;C0023264;;
6141;C1708349;;
5605;C0035334;;
81620;C2239176;;
857;C1140680;;
23732;C4310770;;
7941;C1840253;;
412;C0376358;;
55764;C0265534;;
7547;C1848599;;
1950;C0004352;;
24;C4282180;;
7546;C0036341;;
4524;C0476089;;
57190;C0002395;;
5727;C0238198;;
4723;C0221406;;
28514;C0004352;;
5728;C1510586;;
728294;C2746066;;
4695;C1850600;;
22978;C1961102;;
5096;C0376358;;
6792;C3714506;;
23093;C0087031;;
22926;C0376329;;
8462;C0001973;;
91801;C0006142;;
4522;C0036341;;
8737;C4748212;;
4669;C2931822;;
10019;C0376358;;
4854;C0751587;;
2678;C0001973;;
3778;C0028754;;
7852;C0003873;;
10273;C0238198;;
86614;C1839071;;
9096;C0004352;;
7515;C0345904;;
9152;C1848639;;
23414;C1857781;;
7547;C0279626;;
472;C2673759;;
7874;C0376358;;
2296;C0001973;;
30009;C0002395;;
84876;C4551952;;
5318;C0345967;;
1909;C0036341;;
63976;C1863389;;
8148;C0029463;;
343641;C3806174;;
1496;C0001973;;
54209;C4721893;;
7994;C4225298;;
3785;C1708349;;
55624;C4284790;;
2562;C1851585;;
3977;C0036341;;
23600;C0011195;;
1636;C0268250;;
57688;C0152013;;
5395;C0410174;;
7840;C0086650;;
1788;C0041409;;
2253;C0038868;;
6224;C1333991;;
79784;C0220756;;
5940;C0014084;;
9968;C0001973;;
9227;C0004352;;
1062;C0265219;;
6660;C0410174;;
5290;C4041558;;
3718;C0346402;;
65057;C0279626;;
8991;C0036341;;
5978;C3887929;;
2729;C0007131;;
1585;C0041409;;
6712;C0032914;;
9187;C3151193;;
1759;C0006142;;
7248;C0009405;;
6775;C3501843;;
6899;C0020179;;
4846;C0009402;;
6513;C0340803;;
93589;C0019025;;
5420;C3501848;;
4625;C1838244;;
7508;C0004352;;
1436;C0023467;;
5630;C0751122;;
1387;C0005684;;
2218;C4284790;;
4942;C0345904;;
4689;C0010346;;
4907;C1708349;;
10210;C1835923;;
1312;C4048328;;
2778;C1449842;;
242;C0279626;;
4297;C1961102;;
2516;C2936694;;
94;C0994516;;
51594;C1708349;;
6496;C0235974;;
84876;C4011726;;
4723;C0036341;;
25886;C0023487;;
1499;C0476089;;
2591;C0376358;;
2668;C2676137;;
23556;C1864846;;
123016;C0036391;;
64135;C3489725;;
256764;C2750771;;
6786;C0272322;;
1136;C0006142;;
2263;C4721952;;
54880;C1333991;;
493856;C1862941;;
6654;C1843181;;
1758;C3714506;;
113189;C0376358;;
4437;C0152013;;
6657;C0152013;;
91137;C0751036;;
6295;C3495587;;
9215;C4284790;;
10144;C0162309;;
3752;C1850598;;
85476;C0795950;;
2876;C0006142;;
3845;C0020179;;
22948;C0152013;;
5156;C0022797;;
7019;C0276496;;
5894;C0003873;;
9570;C2936862;;
26281;C0265965;;
3587;C0238198;;
3418;C0035334;;
7139;C0152423;;
51129;C0235974;;
1947;C0221356;;
111;C0001973;;
1536;C2239176;;
26137;C0376358;;
125;C0936273;;
344018;C1862941;;
590;C1621958;;
51741;C4551861;;
368;C0026654;;
10459;C0009081;;
6324;C2748542;;
5972;C0029459;;
1600;C0004352;;
445;C0175683;;
55717;C0342384;;
85478;C0025237;;
861;C0376358;;
11200;C0345967;;
182;C1621920;;
7124;C0162670;;
22880;C0270912;;
6628;C4084823;;
7137;C0700053;;
4609;C4552072;;
60481;C0752122;;
54551;C3554520;;
5309;C2020284;;
580;C0006845;;
5618;C0004352;;
1230;C0796250;;
8204;C3489793;;
5770;C3463824;;
2812;C2713537;;
10815;C0796117;;
3766;C3538946;;
3912;C0009363;;
8462;C0752347;;
5824;C0043459;;
3458;C0162309;;
7099;C4722327;;
2253;C0023264;;
3516;C2931779;;
283489;C4225275;;
2033;C3150941;;
7099;C2931246;;
8452;C2676271;;
8379;C0004352;;
217;C0279626;;
595;C0476089;;
5224;C0271933;;
10273;C0752122;;
5443;C0022650;;
6905;C0265291;;
2263;C0005684;;
4694;C1850600;;
8120;C0796206;;
8913;C1263846;;
3350;C0009402;;
201294;C0270911;;
26047;C0006142;;
2053;C0024790;;
2188;C0015625;;
10011;C0342384;;
3557;C0008312;;
3480;C4552100;;
26277;C0265965;;
3691;C0020179;;
1141;C0013366;;
79068;C0006142;;
4780;C0279626;;
775;C0004352;;
60468;C0206698;;
5888;C0036341;;
1495;C1449563;;
1140;C0751883;;
5728;C1449563;;
4915;C0001973;;
11231;C2931822;;
641;C4284790;;
344;C0023817;;
3764;C0001973;;
1789;C4551549;;
1387;C0036920;;
60506;C4041558;;
1387;C0152013;;
3418;C0029459;;
80326;C1835493;;
113189;C0162872;;
2321;C3541456;;
1629;C0268568;;
5339;C4225309;;
26154;C1956097;;
55213;C0154832;;
11151;C0041296;;
10019;C3494522;;
55172;C2675867;;
54084;C0268237;;
84892;C4284790;;
6424;C0009402;;
1636;C2239176;;
2146;C0349639;;
148738;C0020074;;
3107;C0751161;;
6571;C0087031;;
23092;C1850600;;
5521;C0752125;;
760;C0276496;;
55572;C0024796;;
84464;C3463824;;
5325;C0752120;;
6584;C4014864;;
1137;C1449842;;
10312;C0028754;;
152137;C0029459;;
51098;C0024507;;
9241;C4551826;;
4297;C0376358;;
6327;C4551804;;
493753;C0268237;;
2332;C1263846;;
7275;C4015424;;
23327;C4551969;;
4864;C3179349;;
4163;C0036341;;
285025;C0342384;;
1892;C1708349;;
5376;C4083008;;
3094;C0036341;;
3161;C0376358;;
10370;C0027708;;
3566;C0279702;;
3845;C0279626;;
4143;C0409818;;
9581;C4479088;;
84823;C0410174;;
3265;C1843181;;
109;C0028754;;
1244;C0036341;;
581;C0677607;;
57502;C3179349;;
2010;C0410190;;
8803;C3541456;;
4893;C1708349;;
3569;C0003873;;
5307;C1336708;;
1027;C1333991;;
3417;C0751396;;
7048;C0004352;;
4318;C0543859;;
7248;C2239176;;
1385;C1834558;;
4744;C0019569;;
5728;C3495587;;
6696;C1837029;;
5149;C0155017;;
1956;C0740277;;
79722;C0004352;;
2335;C4014454;;
3077;C1449563;;
29887;C0023487;;
89891;C0024507;;
3972;C0001973;;
5728;C0030421;;
151;C0013366;;
7915;C0393598;;
65217;C1842035;;
23509;C0036341;;
2175;C3463824;;
57502;C0085413;;
5592;C0036920;;
6310;C0006142;;
781;C0028754;;
5468;C0221406;;
1737;C0034345;;
9896;C0270912;;
23522;C0087031;;
22926;C0155016;;
617;C4554007;;
2203;C2239176;;
79991;C4721508;;
207;C0023487;;
2668;C0019569;;
53834;C0796117;;
4000;C0036341;;
1053;C1527404;;
5605;C0004352;;
6092;C0345905;;
4893;C0041409;;
916;C3810127;;
6091;C0376358;;
9181;C0006142;;
55906;C1844934;;
240;C1845293;;
4729;C1850598;;
773;C0752125;;
8913;C0752125;;
6899;C0432272;;
545;C1140680;;
3293;C0376358;;
28514;C2931011;;
4846;C1140680;;
8216;C0003873;;
83605;C4747394;;
10253;C1862939;;
27241;C0343073;;
2335;C0345967;;
3166;C0003873;;
2879;C0009402;;
3490;C0024796;;
210;C0949658;;
57216;C0699791;;
59341;C0087031;;
2182;C0376358;;
1009;C0001973;;
2911;C3150988;;
54768;C0270911;;
8842;C1862941;;
7867;C2675511;;
89891;C1835923;;
2683;C2931009;;
6591;C0008924;;
7991;C1970197;;
7040;C0268151;;
6647;C0162674;;
54538;C0684337;;
525;C1704380;;
440435;C3495587;;
6714;C0543533;;
5139;C1621958;;
5915;C0006142;;
8813;C4317224;;
1950;C1168401;;
5979;C0007131;;
10413;C1140680;;
6908;C0004352;;
1861;C1136043;;
3242;C3179349;;
554;C0155016;;
